Twitter_Account,Tweeted
ppg,"Earlier this fall, PPG Copper Armor™ received national EPA registration for this innovative interior coating. We’ve made progress as we work to register Copper Armor in all 50 states. Visit our website for the latest information about PPG Copper Armor. https://t.co/JntnEOdTgG https://t.co/JicqtEroy6"
ppg,"We’re always learning, always working to improve. It’s part of what we call The PPG Way, the culture that keeps us focused on #ProtectingTheWorld. To see it in action, visit our sustainability report. https://t.co/ZFYz9rCJMb https://t.co/nY7KUPlGnh"
ppg,"RT @PPGPeople: Our colleagues from the Czech Republic, Netherlands, United Kingdom and Nigeria have been taking time out of their schedules…"
ppg,"We asked leaders of our #DEI efforts to share which PPG paint color best describes their personality. Hear what color Joe Gette, assistant general counsel M&amp;A and securities and a leader in our LGBTQ Employee Resource Network, selected. https://t.co/UFykTsN6T0"
presbiosciences,"RT @ir_pressurebio: Read here a recent article on our Ultra Shear Technology https://t.co/5iiDVzp3t6
#PBI #UST #Ultrashear #oil"
presbiosciences,RT @ir_pressurebio: Pressure BioSciences Ultra Shear Technology Nanoemulsions Platform Targets Revolution in Effectiveness of Therapeutics…
presbiosciences,"RT @PresBioSciences: Pressure BioSciences Proposed Acquisition Partner Cannaworx, Inc. Announces December 2020 Launch Date for FDA Register…"
presbiosciences,RT @ir_pressurebio: Pressure BioSciences PCT Platform at Forefront in Generating Pivotal Findings by Diverse COVID-19 Research Teams in USA…
presbiosciences,"Pressure BioSciences Proposed Acquisition Partner Cannaworx, Inc. Announces December 2020 Launch Date for FDA Registered Immune Booster
https://t.co/rq8WvOlxRY
#biotech #healthcare #cannabisnews"
primowater,"@jcvt312 Hi @jcvt312,

Thank you for reaching out to us. We apologize for the level of service you have experienced, and for the inconvenience it's caused. Please send us a direct message with your phone number and address, so that we can better assist you.

Best Regards,

José R."
primowater,"@Skizorsister Hi @Skizorsister,

Thank you for reaching out to us. We apologize for the level of service you have experienced, and for the inconvenience it's caused. Please send us a direct message with your phone number and address, so that we can better assist you.

Best Regards,

José R."
primowater,"@sierrashark Hi @sierrashark,

Thank you for your feedback. Our customers are our top priority, and we apologize for the inconvenience we have caused you. Can you please direct message us so that we may further assist with this matter?

Best Regards,

José R."
primowater,"@jimklaver Hi @jimklaver,
Thank you for reaching out to us. Please visit https://t.co/HmtGQpGWfW where you will find the empty bottles that we currently have available. Such bottles come with a reusable caps.
As always, please let us know how we can be of further assistance.
Regards,
José R"
primowater,"@alexc_thomas Hi @alexc_thomas,
You are more than welcome. Glad to have the opportunity to assist.
Best Regards,
José R."
efiprint,Happy holidays from the EFI Fiery team! https://t.co/99WEkgLXHc
efiprint,"During a 3-day Open House at #EFIReggiani Industrial Textile Printer Facility, textile &amp; apparel manufacturers witnessed first-hand the market-leading innovations that provide users with promising new opportunities. 👉 https://t.co/tfdllx7aOp 
#textileprinting #digitalprinting https://t.co/hUN4qo7OX4"
efiprint,"@TheDeltaGrp is the first user to operate the all-new, groundbreaking #EFIVUTEk 180b, a 1.8 m wide printer that prints dazzling #blueback and other paper applications with sustainable water-based technology. See what they had to say! https://t.co/NmdXaB7b2A? https://t.co/XFucprXTlY"
efiprint,"Debunking the myths and misconceptions of digital printing on #corrugated packaging: don't just look at the price of ink, but consider all cost variables and, above all, all new sources of profitability. 

Hear from our #EFINozomi customers: https://t.co/ylzNgehIVo https://t.co/lLHURT1wTm"
efiprint,"From EFI to all of you and yours, happy holidays! We look forward to connecting with you in 2022. https://t.co/zkFTPAxnOZ"
GalectinGALT,"From the $GALT family to yours, wishing you a happy holiday season!"
GalectinGALT,"Planning dinner this week? Head over to our blog, the Liver Line, for four simple #liver friendly recipes https://t.co/lNQCa8AKBk"
GalectinGALT,$GALT's NAVIGATE Study is an adaptive Phase 2b/3 clinical trial that aims to treat #NASH cirrhosis. Interested in participating? Click below to see if you're eligible: https://t.co/Wy36evuAN1
GalectinGALT,RT @LiverCancerConn: New research has found that patients with nonalcoholic fatty liver disease (NAFLD) who have high blood iron levels are…
GalectinGALT,"Head over to $GALT's video library to hear from the leadership team and Senior Advisor, Dr. Ben Carson, on Galectin's mission and the Phase 2b/3 NAVIGATE study: https://t.co/Zp34Swptvc"
ProntoForms,"2022 is slated to be a year of change and growth. 🌟 Watch our latest webinar recording to learn about some of the top field service priorities for the new year and the impacts they're having on field service organizations. 

Watch here: https://t.co/tCf2YepVmd"
ProntoForms,"ProntoForms’ workflows excel in helping you generate data currency. 🤩 Check out this blog post to discover how data enables you to optimize your operations, keep technicians motivated, and increase customer satisfaction.

Read more here: https://t.co/JGvpSE7nKk"
ProntoForms,"Did you attend last week's IdeaShare with ServiceCouncil? 🤗 If not, you can now access the recording to get a look into the minds of top field service executives, and what their key priorities are for their field service next year. 

Watch here: https://t.co/7w3NMSnktC https://t.co/dnQNgplOn3"
ProntoForms,"Join us tomorrow December 15th at 1:30pm EST, as we take a deep dive into the top field service priorities for 2022. We'll discuss the impacts they're having on field service organizations, how you can act today to futureproof your service teams.

https://t.co/yUX9unZWHZ https://t.co/Izn4HAuYqb"
ProntoForms,"Check out Investment Executive’s latest article about one of our early investors David Barr, President, CEO &amp; Portfolio Manager at PenderFund Capital Management to discover why ProntoForms is one of his Top 10 holdings. 

Learn more here: https://t.co/eyyk70B2My"
proofpoint,"A global chemical company was able to dramatically improve visibility, increase efficiency of investigations, and exonerate innocent employees, all while preserving user #privacy with Proofpoint #InsiderThreat Management. https://t.co/PNsSvkbAr3 #ITM https://t.co/aiOjLy1Co8"
proofpoint,"When you store sensitive #data on a third-party #cloud server, it’s imperative that this third-party host is compliant with all data #privacy and protection regulatory standards. 

Learn more about cloud computing and data security: https://t.co/oQVBRbnf5q https://t.co/O1hnD1u4wD"
proofpoint,People are responsible for some of the largest data breaches seen during this year and last year. Here are some of the lessons learned from some of the latest and biggest data breaches involving insiders. https://t.co/QpEgfTvF9i
proofpoint,"In partnership, Proofpoint, Netskope, CrowdStrike and Okta have created the first integrated solution stack that helps organizations accelerate their journey to #ZeroTrust. https://t.co/MA5ZE6HcQu https://t.co/UR2oMq3HM1"
proofpoint,En 2021 aumentaron las ciberamenazas en torno al ocio y el entretenimiento. @ITDS_ITDM https://t.co/T6o1Pn2WoI
ProtoLabs,"Wishing you a safe, healthy, and enjoyable start to the new year! 🥳#2022"
ProtoLabs,Just watched an interesting documentary about how to fasten two pieces of sheet metal together. It was riveting. 😉
ProtoLabs,Grab one of our printed pocket guides to help you identify the right material for your sheet metal project. ➡️ https://t.co/dVzXENpHLg https://t.co/3m4beZhaEv
ProtoLabs,Science is 🤯 https://t.co/akKEdojfpd
ProtoLabs,"Thank you, @DesignWorld for granting us the 2021 Leadership in Engineering Award for the #digitalmanufacturing category. 🎉 We're honored! https://t.co/gpTFduBpgs https://t.co/Rn5WAstYeV"
PulaskiBank,RT @Busey: #Congrats @PulaskiBankKC for being repeatedly recognized as a #TopTenLender by @LendingTree. Read more: https://t.co/eDm1p2OAbL
PulaskiBank,RT @Busey: Busey &amp; @PulaskiBank look forward to continuing our long-standing commitment to our communities. #GrowingForward https://t.co/Ih…
PulaskiBank,RT @Busey: #Congrats Lauren Pelfrey! The Senior Loan Officer is an #EmergingLeader by @ICTBizJournal. https://t.co/d1vPOnlmso https://t.co/…
PulaskiBank,"RT @Busey: Fifteen years later, we will #NeverForget. https://t.co/F6D7tspLWt"
PulaskiBank,"#Congrats, Erin!  https://t.co/OMfbhnM6P5"
PureStorage,"♪ It’s the most wonderful time of the year ♪. Happy Holidays to all our Pure employees, customers, and partners. May today’s festivities be filled with fun, laughter, and cheer. 🎅🎄
#MerryChristmas #HappyHolidays #ChristmasSpirit https://t.co/coPO0xngvf"
PureStorage,RT @PurePartners: A recent CRN article highlights how partners struggle to work with some vendors. Come and work with Pure Storage. We're 1…
PureStorage,Modern #F1 cars are intelligent machines equipped with smart sensors that collect billions of data points from the engine to the exhaust. Look under the hood and learn how @MercedesAMGF1 wins with the help of Pure Storage. 🏆🏁 https://t.co/yX7ZLkb4KB  #DrivenByData https://t.co/suNkZQTWsB
PureStorage,Bigger data needs bigger storage that delivers speed and agility. Meet the newest addition to the FlashArray family in this unboxing of the FlashArray//XL. Watch the full unboxing: https://t.co/bQoXvYBa5A #data #innovation #ITleaders https://t.co/ScXB0YkN3D
PureStorage,"In the spirit of the holidays, Pure participated in the Pure Good Kit-Building Event for the Homeless presented by Pure Equality and Pure Good to provide them with all the essentials. Thank you to all that contributed and helped those in need this holiday season. 🎁 🔔 #PureGood https://t.co/y2kDKLvf0R"
PTLNews,"Tomorrow is World Water Loss Day, which calls on the industry to address the serious issue of water loss around the globe. Leak detection is a key water loss control strategy, but the benefits don’t stop with water savings. Learn more in our latest blog https://t.co/gcVr7haJ7E. https://t.co/Ta7uxWaCI3"
PTLNews,"See how @MiamiDadeWater is using innovative technology to pinpoint problem areas, prioritize #pipeline repairs, and help ensure reliable service for the region’s residents and visitors. https://t.co/yzB7QlnTYW

#letssolvewater #conditionassessment #PCCP"
PTLNews,"We’ll be live today at #WEFTEC21 in the Xylem booth! Learn more about pipe wall loss and how to proactively identify threats by joining us for a ductile iron force main inspection with North Texas Municipal Water District. 

https://t.co/jt4VW2FEpN

#LetsSolveWater #WEFTEC https://t.co/5iVyEXzU2X"
PTLNews,"PipeDiver Ultra collects 3 layers of pipeline condition data: wall loss, out-of-roundness, and internal visual information. Learn more about each data layer and how threat layering provides a more complete view of pipe condition at https://t.co/4kW09v5MEH. https://t.co/Izc2pyMfq4"
PTLNews,Proactive #PCCP management can help you prevent failures and optimize capital budgets. Dive into our latest blog series to discover practical steps toward proactive PCCP management. https://t.co/notS2o5J7D https://t.co/GZoD731pHZ
pushpay,Merry Christmas from all of us at Pushpay! https://t.co/VIWxrUrTKz
pushpay,"@jeremymarion Can you please DM us with your email address, church with which you are affiliated, and product/issue?"
pushpay,Grab a tissue as we #celebrate the #Christmas outreach of @tphfw and @tarrantcountyso to reach children of the incarcerated—a heartwarming story of #love and #generosity this #holiday. Privileged to have had an opportunity to partner in a small way to make it happen. #TogetherWe https://t.co/rzdl4HuYbM
pushpay,"#Generosity isn’t just a talking point. It’s really who Pushpay is, and it comes from this deep #commitment—#TogetherWe build #community.

— Pushpay Senior Vice President of Customer Success Maria Blakeway https://t.co/ZZbuit0Zgi"
pushpay,We love that The Potter’s House is able to use our tools to help execute its #Christmas Toy Store #outreach program to #impact so many lives in the local #community. https://t.co/tjuuwhBISn
PyroGenesisCan,"$PYR is proudly participating in addressing the challenges behind implementing Industry 4.0 technologies for the Aluminum Industry. 
#aluminum #ghgemissions #greensolutions #sustainabilty #greenerfuture
https://t.co/qS4VDYlowu https://t.co/ON0Gz5Xw0E"
PyroGenesisCan,"Avez-vous regardé P. Peter Pascali, le PDG de $PYR, lors de la conférence Benzinga d'octobre 2021, discutant des derniers succès et développements de l’entreprise?
 
Des nouvelles intéressantes, ne les manquez pas !

https://t.co/Ib0o0kUcyb"
PyroGenesisCan,"Did you watch P. Peter Pascali, $PYR's #CEO, at the October Benzinga conference, discussing the company's latest successes and developments?
 
Exciting news, don't miss it!
#sustainablefuture #canadatopgrowthcompany #environmentalimpact #ghgemissions
https://t.co/Ib0o0kUcyb"
PyroGenesisCan,"Les succès de PyroGenesis, que ce soit avec l’armée américaine ou en matière d’environnement, ne passent pas inaperçus et font parler d’eux à l’émission « À vos affaires » animée par Pierre-Olivier Zappa à LCN et à QUB.
 https://t.co/Up59pmmkN2
**Allez à 9 minutes et 20 secondes https://t.co/1te8qpt9p4"
PyroGenesisCan,"Nous sommes ravis de faire une présentation à la Benzinga Global Small Cap Conference AUJOURD'HUI à 12h30 (ET).
N'oubliez pas de vous procurer un billet GRATUIT pour entendre P. Peter Pascali, notre PDG.
#BZSmallCap #growth #canadianinnovation
https://t.co/elIvJtO9zP"
